,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Name,Manufactured Location,Year,Mileometer(in kms),Fuel_Type,Mode,Owner_Type,Mileage,Engine,Power,Seats,Price,Age,Efficiency,Avg_kms_per_year
1381,1381,1381,1381,1429,Volkswagen Polo GTI,Chennai,2014,35059,Petrol,Automatic,First,17.21,1798.0,189.0,4.0,5.75,10,0.091058201058201,3505.9
1382,1382,1382,1382,1430,Ford Endeavour 3.2 Trend AT 4X4,Kochi,2018,30552,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,32.44,6,0.0553245436105476,5092.0
1383,1383,1383,1383,1431,Hyundai Verna 1.6 SX CRDI (O) AT,Kochi,2016,44875,Diesel,Automatic,Second,22.32,1582.0,126.32,5.0,8.01,8,0.1766941101963268,5609.375
1384,1384,1384,1384,1432,Ford Figo 2015-2019 1.2P Titanium Opt MT,Coimbatore,2017,25095,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.48,7,0.2092165898617511,3585.0
1385,1385,1385,1385,1433,Maruti 800 AC,Jaipur,2007,59000,Petrol,Manual,First,16.1,796.0,37.0,4.0,0.75,17,0.4351351351351352,3470.5882352941176
1386,1386,1386,1386,1434,Honda City i DTEC V,Kolkata,2014,36000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,5.0,10,0.2636916835699797,3600.0
1387,1387,1387,1387,1435,Mahindra XUV500 W8 2WD,Mumbai,2012,37000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,7.75,12,0.1142857142857142,3083.3333333333335
1388,1388,1388,1388,1436,Ford Figo Diesel ZXI,Chennai,2010,90000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.6,14,0.2941176470588235,6428.571428571428
1389,1389,1389,1389,1437,Ford EcoSport 1.5 Petrol Titanium,Pune,2018,17000,Petrol,Manual,First,17.0,1497.0,121.36,5.0,9.2,6,0.1400791034937376,2833.3333333333335
1390,1390,1390,1390,1438,Hyundai i20 Asta 1.2,Mumbai,2015,42575,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.05,9,0.2273005010387388,4730.555555555556
1391,1391,1391,1391,1439,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Hyderabad,2012,131000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,9.6,12,0.1299,10916.666666666666
1392,1392,1392,1392,1440,Renault Duster 85PS Diesel RxL Optional,Mumbai,2013,74000,Diesel,Manual,First,20.46,1461.0,83.8,5.0,5.5,11,0.2441527446300716,6727.272727272727
1393,1393,1393,1393,1441,Toyota Innova 2.5 VX (Diesel) 8 Seater,Mumbai,2013,47234,Diesel,Manual,First,12.99,2494.0,100.6,8.0,9.35,11,0.1291252485089463,4294.0
1394,1394,1394,1394,1442,Honda City 1.5 S MT,Delhi,2009,231673,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2.6,15,0.1440677966101695,15444.866666666667
1395,1395,1395,1395,1443,Maruti Alto K10 VXI,Hyderabad,2016,10000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.5,8,0.3587183308494784,1250.0
1396,1396,1396,1396,1444,Nissan Micra Active XL Petrol,Kochi,2016,49389,Petrol,Manual,First,19.49,1198.0,67.04,5.0,4.26,8,0.2907219570405727,6173.625
1397,1397,1397,1397,1445,Maruti Celerio VXI AT,Chennai,2016,12000,Petrol,Automatic,Second,23.1,998.0,67.04,5.0,4.25,8,0.3445704057279236,1500.0
1398,1398,1398,1398,1446,Mercedes-Benz New C-Class 200 Kompressor,Hyderabad,2010,65000,Petrol,Manual,Second,11.7,1796.0,178.0,5.0,11.75,14,0.0657303370786516,4642.857142857143
1399,1399,1399,1399,1447,Ford Fiesta Diesel Style,Chennai,2013,177000,Diesel,Manual,First,23.5,1498.0,88.7,5.0,3.5,11,0.2649379932356256,16090.90909090909
1400,1400,1400,1400,1448,Hyundai Verna 1.6 VTVT S,Jaipur,2015,89000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,7.5,9,0.1402308326463314,9888.888888888889
1401,1401,1401,1401,1449,Hyundai i20 1.4 Asta (AT),Chennai,2009,72000,Petrol,Automatic,Third,15.0,1396.0,100.0,5.0,3.25,15,0.15,4800.0
1402,1402,1402,1402,1450,Maruti Swift Dzire VXi,Chennai,2012,49000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4.9,12,0.2039627039627039,4083.3333333333335
1403,1403,1403,1403,1451,Mercedes-Benz New C-Class C 220CDIBE Avantgarde Command,Hyderabad,2014,51355,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,27.0,10,0.0872941176470588,5135.5
1404,1404,1404,1404,1452,Hyundai Elite i20 Petrol Asta,Kochi,2017,13460,Petrol,Manual,First,18.6,1197.0,81.86,5.0,8.91,7,0.2272172000977278,1922.857142857143
1405,1405,1405,1405,1453,Hyundai Verna 1.6 VTVT EX AT,Kochi,2014,35642,Petrol,Automatic,First,17.01,1591.0,121.4,5.0,6.69,10,0.1401153212520593,3564.2
1406,1406,1406,1406,1454,Chevrolet Cruze LTZ,Kochi,2014,52895,Diesel,Manual,First,17.3,1998.0,163.7,5.0,6.02,10,0.1056811240073305,5289.5
1407,1407,1407,1407,1455,Toyota Corolla Altis 1.8 G,Mumbai,2010,93000,Petrol,Manual,First,14.28,1798.0,138.03,5.0,4.5,14,0.1034557704846772,6642.857142857143
1408,1408,1408,1408,1456,Maruti A-Star Vxi,Pune,2011,70000,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.0,13,0.2874432677760968,5384.615384615385
1409,1409,1409,1409,1457,Nissan Micra Diesel XV Premium,Kolkata,2012,32048,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.4,12,0.3657686212361331,2670.6666666666665
1410,1410,1410,1410,1458,Tata Nano LX,Pune,2013,4700,Petrol,Manual,First,25.4,624.0,37.48,4.0,1.2,11,0.6776947705442903,427.27272727272725
1411,1411,1411,1411,1459,Maruti Swift Dzire Tour LDI,Delhi,2014,71800,Diesel,Manual,First,23.4,1248.0,74.0,5.0,2.9,10,0.3162162162162162,7180.0
1412,1412,1412,1412,1460,Land Rover Range Rover Sport 2005 2012 Sport,Coimbatore,2008,69078,Petrol,Manual,First,0.0,1631.552572706935,98.6,5.286452057152694,40.88,16,0.0,4317.375
1413,1413,1413,1413,1461,Audi Q3 2.0 TDI Quattro,Ahmedabad,2016,45000,Diesel,Automatic,First,17.32,1968.0,184.0,5.0,27.0,8,0.0941304347826087,5625.0
1414,1414,1414,1414,1462,Honda Amaze VX i-DTEC,Chennai,2016,15388,Diesel,Manual,First,25.8,1498.0,98.6,5.0,7.5,8,0.2616632860040568,1923.5
1415,1415,1415,1415,1463,Chevrolet Optra 1.6 LS,Mumbai,2004,98798,Petrol,Manual,First,14.7,1599.0,104.0,5.0,1.5,20,0.1413461538461538,4939.9
1416,1416,1416,1416,1464,Audi Q5 2.0 TDI Premium Plus,Hyderabad,2016,43000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,39.5,8,0.0812392426850258,5375.0
1417,1417,1417,1417,1465,Maruti Ritz VDi,Hyderabad,2012,85112,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.39,12,0.3137679199350825,7092.666666666667
1418,1418,1418,1418,1466,Mahindra Scorpio S6 7 Seater,Kochi,2018,37804,Diesel,Manual,First,15.4,2179.0,120.0,7.0,12.4,6,0.1283333333333333,6300.666666666667
1419,1419,1419,1419,1467,Maruti Ciaz ZDi SHVS,Chennai,2014,45000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,6.85,10,0.3174011299435028,4500.0
1420,1420,1420,1420,1468,Toyota Corolla Altis Aero D 4D J,Pune,2011,116000,Diesel,Manual,Second,21.43,1364.0,138.0,5.0,5.75,13,0.1552898550724637,8923.076923076924
1421,1421,1421,1421,1469,Tata Indica V2 eLS,Chennai,2015,100073,Diesel,Manual,Second,25.0,1396.0,69.0,5.0,2.0,9,0.3623188405797101,11119.222222222223
1422,1422,1422,1422,1470,Maruti 800 Std BSIII,Jaipur,2006,165000,Petrol,Manual,First,16.1,796.0,37.0,4.0,0.9,18,0.4351351351351352,9166.666666666666
1423,1423,1423,1423,1471,Volkswagen Polo 1.2 MPI Highline,Kolkata,2015,22000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,3.8,9,0.2225675675675675,2444.4444444444443
1424,1424,1424,1424,1472,Hyundai Elantra 2.0 SX Option AT,Delhi,2017,9500,Petrol,Automatic,First,14.62,1999.0,149.92,5.0,16.35,7,0.0975186766275346,1357.142857142857
1425,1425,1425,1425,1473,Toyota Fortuner 4x2 4 Speed AT,Hyderabad,2012,152000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,16.5,12,0.0680473372781065,12666.666666666666
1426,1426,1426,1426,1474,Maruti Baleno Zeta 1.2,Coimbatore,2019,17705,Petrol,Manual,First,21.4,1197.0,83.1,5.0,8.7,5,0.2575210589651023,3541.0
1427,1427,1427,1427,1475,Maruti Baleno Zeta 1.2,Mumbai,2016,12000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.1,8,0.2575210589651023,1500.0
1428,1428,1428,1428,1476,Mini Cooper Countryman D,Hyderabad,2013,51000,Diesel,Automatic,First,23.8,1998.0,112.0,5.0,21.94,11,0.2125,4636.363636363636
1429,1429,1429,1429,1477,Mercedes-Benz S Class 2005 2013 320 CDI,Chennai,2009,42000,Diesel,Automatic,Second,13.0,2987.0,210.0,5.0,22.0,15,0.0619047619047619,2800.0
1430,1430,1430,1430,1478,Maruti Alto K10 LXI,Delhi,2015,51000,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.65,9,0.3117734724292101,5666.666666666667
1431,1431,1431,1431,1479,Maruti Swift VXI Optional,Kochi,2017,42527,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.27,7,0.2493887530562347,6075.285714285715
1432,1432,1432,1432,1480,Chevrolet Sail LT ABS,Kolkata,2014,45000,Diesel,Manual,First,22.1,1248.0,74.0,5.0,2.48,10,0.2986486486486486,4500.0
1433,1433,1433,1433,1481,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Kolkata,2011,70000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,6.0,13,0.1254901960784313,5384.615384615385
1434,1434,1434,1434,1482,Toyota Fortuner 3.0 Diesel,Mumbai,2009,92000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,8.9,15,0.067251461988304,6133.333333333333
1435,1435,1435,1435,1483,BMW 3 Series 320d Sport Line,Hyderabad,2012,57156,Diesel,Automatic,Second,18.88,1995.0,184.0,5.0,18.0,12,0.1026086956521739,4763.0
1436,1436,1436,1436,1484,Skoda Octavia Ambition 1.4 TSI MT,Coimbatore,2016,53211,Petrol,Manual,First,16.8,1395.0,138.02,5.0,11.64,8,0.1217214896391827,6651.375
1437,1437,1437,1437,1485,Toyota Fortuner 3.0 Diesel,Kolkata,2019,80000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,8.99,5,0.067251461988304,16000.0
1438,1438,1438,1438,1486,Volkswagen Jetta 2007-2011 1.9 Highline TDI,Bangalore,2009,74000,Diesel,Automatic,First,15.5,1896.0,105.0,5.0,5.25,15,0.1476190476190476,4933.333333333333
1439,1439,1439,1439,1487,Hyundai i20 1.4 CRDi Asta,Kolkata,2011,37000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,2.95,13,0.2555555555555555,2846.153846153846
1440,1440,1440,1440,1488,Tata Manza Club Class Quadrajet90 LX,Mumbai,2013,64000,Diesel,Manual,Second,21.02,1248.0,88.76,5.0,2.65,11,0.2368183866606579,5818.181818181818
1441,1441,1441,1441,1489,Volkswagen Vento Petrol Highline,Pune,2013,57197,Petrol,Manual,First,15.04,1598.0,103.6,5.0,4.0,11,0.1451737451737451,5199.727272727273
1442,1442,1442,1442,1490,Hyundai Creta 1.6 SX Automatic Diesel,Chennai,2016,55000,Diesel,Automatic,First,17.6,1582.0,126.2,5.0,12.5,8,0.1394611727416798,6875.0
1443,1443,1443,1443,1491,Maruti Ritz VXI,Mumbai,2014,33000,Petrol,Manual,First,21.1,1197.0,85.8,5.0,3.25,10,0.2459207459207459,3300.0
1444,1444,1444,1444,1492,Honda CR-V 2.0L 2WD MT,Delhi,2008,70000,Petrol,Manual,First,13.1,1997.0,141.1,5.0,4.0,16,0.0928419560595322,4375.0
1445,1445,1445,1445,1493,Mahindra XUV500 W8 2WD,Delhi,2012,75000,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,6.25,12,0.1078571428571428,6250.0
1446,1446,1446,1446,1494,Volkswagen Ameo 1.5 TDI Comfortline,Jaipur,2016,58095,Diesel,Manual,First,21.66,1498.0,108.62,5.0,5.8,8,0.1994107899097772,7261.875
1447,1447,1447,1447,1495,Tata Zest Revotron 1.2 XT,Kolkata,2015,7445,Petrol,Manual,First,17.57,1193.0,88.7,5.0,5.0,9,0.1980834272829763,827.2222222222222
1448,1448,1448,1448,1496,Jaguar XJ 3.0L Portfolio LWB,Kochi,2016,17652,Diesel,Automatic,First,12.9,2993.0,270.88,5.0,58.73,8,0.0476225634967513,2206.5
1449,1449,1449,1449,1497,Toyota Corolla Altis 1.8 VL CVT,Kochi,2018,28321,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,17.49,6,0.1034557704846772,4720.166666666667
1450,1450,1450,1450,1498,Maruti A-Star Vxi,Pune,2011,69000,Petrol,Manual,Second,19.0,998.0,66.1,5.0,1.95,13,0.2874432677760968,5307.692307692308
1451,1451,1451,1451,1499,Honda Accord VTi-L (AT),Mumbai,2007,80000,Petrol,Automatic,First,11.1,2354.0,142.0,5.0,3.0,17,0.078169014084507,4705.882352941177
1452,1452,1452,1452,1500,Hyundai i20 Asta (o),Delhi,2014,42365,Petrol,Manual,First,17.0,1197.0,80.0,5.0,5.5,10,0.2125,4236.5
1453,1453,1453,1453,1501,Toyota Fortuner 4x2 AT,Delhi,2013,123000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,16.5,11,0.0744807121661721,11181.818181818182
1454,1454,1454,1454,1502,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,2011,40000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,14.5,13,0.0631182795698924,3076.923076923077
1455,1455,1455,1455,1503,Maruti Baleno Alpha 1.3,Hyderabad,2016,30112,Diesel,Manual,First,27.39,1248.0,74.0,5.0,7.79,8,0.3701351351351351,3764.0
1456,1456,1456,1456,1504,Maruti Ertiga VDI,Kochi,2017,43775,Diesel,Manual,First,20.77,1248.0,88.76,7.0,8.27,7,0.2340018026137899,6253.571428571428
1457,1457,1457,1457,1505,Land Rover Range Rover Sport SE,Kochi,2019,26013,Diesel,Automatic,First,12.65,2993.0,255.0,5.0,97.07,5,0.0496078431372549,5202.6
1458,1458,1458,1458,1506,Chevrolet Optra Magnum 1.6 LT ABS BS3,Mumbai,2012,56000,Petrol,Manual,First,12.9,1598.0,102.5,5.0,2.15,12,0.1258536585365853,4666.666666666667
1459,1459,1459,1459,1507,Honda Civic 2006-2010 1.8 V AT,Hyderabad,2008,95000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,3.0,16,0.0992307692307692,5937.5
1460,1460,1460,1460,1508,BMW X3 xDrive20d,Coimbatore,2014,41089,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,28.79,10,0.087445652173913,4108.9
1461,1461,1461,1461,1509,Skoda Laura Ambition 2.0 TDI CR AT,Mumbai,2011,41988,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,5.45,13,0.1448225923244026,3229.846153846154
1462,1462,1462,1462,1510,Maruti Swift Dzire VDI,Delhi,2013,72486,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.95,11,0.3162162162162162,6589.636363636364
1463,1463,1463,1463,1511,Volvo V40 Cross Country D3,Pune,2013,92000,Diesel,Automatic,First,23.3,1984.0,150.0,5.0,16.0,11,0.1553333333333333,8363.636363636364
1464,1464,1464,1464,1512,Maruti Swift Dzire ZXi,Delhi,2013,40000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4.25,11,0.2039627039627039,3636.3636363636365
1465,1465,1465,1465,1513,Land Rover Range Rover 2.2L Pure,Bangalore,2014,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,34.5,10,0.0676611614278103,5600.0
1466,1466,1466,1466,1514,Honda Accord 2.4 AT,Mumbai,2008,125000,Petrol,Automatic,Third,11.7,2354.0,177.6,5.0,2.6,16,0.0658783783783783,7812.5
1467,1467,1467,1467,1515,Toyota Innova 2.5 G (Diesel) 8 Seater,Kochi,2017,29219,Diesel,Manual,First,12.99,2494.0,100.6,8.0,13.48,7,0.1291252485089463,4174.142857142857
1468,1468,1468,1468,1516,Toyota Fortuner 4x4 MT,Hyderabad,2018,39927,Diesel,Manual,First,12.55,2982.0,168.5,7.0,32.1,6,0.0744807121661721,6654.5
1469,1469,1469,1469,1517,Honda Jazz 1.2 E i VTEC,Kochi,2018,38593,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.17,6,0.2108229988726042,6432.166666666667
1470,1470,1470,1470,1518,Honda City 1.5 V MT,Kolkata,2015,32000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.5,9,0.1440677966101695,3555.5555555555557
1471,1471,1471,1471,1519,Maruti Dzire AMT ZDI Plus,Hyderabad,2017,28226,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,9.15,7,0.3850847457627118,4032.285714285714
1472,1472,1472,1472,1520,Nissan Sunny 2011-2014 Diesel XL,Pune,2014,95000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.5,10,0.255188679245283,9500.0
1473,1473,1473,1473,1521,Toyota Innova 2.5 G (Diesel) 8 Seater,Chennai,2014,194000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,10.5,10,0.1291252485089463,19400.0
1474,1474,1474,1474,1522,Honda Brio S MT,Coimbatore,2016,14821,Petrol,Manual,First,19.4,1198.0,86.8,5.0,5.37,8,0.2235023041474654,1852.625
1475,1475,1475,1475,1523,Volkswagen Vento Petrol Trendline,Bangalore,2012,52000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,5.45,12,0.1451737451737451,4333.333333333333
1476,1476,1476,1476,1524,Mahindra XUV500 W4,Mumbai,2016,33000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,9.25,8,0.1142857142857142,4125.0
1477,1477,1477,1477,1525,Ford EcoSport 1.5 Diesel Titanium Plus,Chennai,2016,29200,Diesel,Manual,First,23.0,1498.0,98.96,5.0,7.7,8,0.2324171382376718,3650.0
1478,1478,1478,1478,1526,Skoda Yeti Ambition 4X2,Hyderabad,2012,99754,Diesel,Manual,First,17.72,1968.0,108.49,5.0,7.99,12,0.1633330260853535,8312.833333333334
1479,1479,1479,1479,1527,Hyundai i10 Sportz,Chennai,2012,49000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.0,12,0.2580481622306717,4083.3333333333335
1480,1480,1480,1480,1528,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2005,299322,Diesel,Manual,First,12.8,2494.0,102.0,8.0,4.0,19,0.1254901960784313,15753.78947368421
1481,1481,1481,1481,1529,Tata Zest Quadrajet 1.3 XT,Coimbatore,2018,38310,Diesel,Manual,First,20.65,1248.0,88.7,5.0,6.69,6,0.2328072153325817,6385.0
1482,1482,1482,1482,1530,Maruti Swift VDI,Delhi,2014,56000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.25,10,0.3094594594594594,5600.0
1483,1483,1483,1483,1531,Skoda Rapid 1.5 TDI AT Style,Kolkata,2017,31300,Diesel,Automatic,First,21.72,1498.0,108.4,5.0,10.5,7,0.2003690036900368,4471.428571428572
1484,1484,1484,1484,1532,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,11241,Diesel,Manual,First,13.68,2393.0,147.8,8.0,22.55,5,0.0925575101488497,2248.2
1485,1485,1485,1485,1533,Hyundai Verna 1.6 SX VTVT,Pune,2014,48000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,5.2,10,0.1402308326463314,4800.0
1486,1486,1486,1486,1534,Honda City i VTEC VX Option,Coimbatore,2019,23882,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11.87,5,0.1483375959079284,4776.4
1487,1487,1487,1487,1535,Honda City i DTEC SV,Hyderabad,2014,65000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.99,10,0.2636916835699797,6500.0
1488,1488,1488,1488,1536,Volkswagen Vento Diesel Highline,Jaipur,2011,50000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.0,13,0.1982625482625482,3846.153846153846
1489,1489,1489,1489,1537,Audi Q5 2008-2012 3.0 TDI,Chennai,2014,25000,Diesel,Automatic,First,12.19,2967.0,236.0,5.0,44.0,10,0.0516525423728813,2500.0
1490,1490,1490,1490,1538,Maruti Alto 800 LXI,Chennai,2015,21000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.79,9,0.4807610993657505,2333.3333333333335
1491,1491,1491,1491,1539,Tata Manza ELAN Quadrajet BS IV,Pune,2012,148000,Diesel,Manual,Second,21.12,1248.0,88.8,5.0,2.9,12,0.2378378378378378,12333.333333333334
1492,1492,1492,1492,1540,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Delhi,2016,68000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,9.85,8,0.1260511129431162,8500.0
1493,1493,1493,1493,1541,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Bangalore,2014,52000,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,49.0,10,0.0535714285714285,5200.0
1494,1494,1494,1494,1542,Mahindra Thar CRDe,Jaipur,2016,19000,Diesel,Manual,First,16.55,2498.0,105.0,6.0,9.25,8,0.1576190476190476,2375.0
1495,1495,1495,1495,1543,Hyundai Verna 1.6 CRDI,Mumbai,2011,74000,Diesel,Manual,Second,22.32,1582.0,126.3,5.0,3.75,13,0.1767220902612826,5692.307692307692
1496,1496,1496,1496,1544,Ford Aspire Titanium Diesel,Coimbatore,2017,30279,Diesel,Manual,First,26.1,1498.0,99.0,5.0,7.29,7,0.2636363636363636,4325.571428571428
1497,1497,1497,1497,1545,Mini Cooper 3 DOOR D,Mumbai,2016,20000,Diesel,Automatic,First,20.7,1496.0,113.98,4.0,23.5,8,0.1816108089138445,2500.0
1498,1498,1498,1498,1546,Maruti Omni 8 Seater BSIV,Hyderabad,2013,34834,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.6,11,0.4,3166.7272727272725
1499,1499,1499,1499,1547,Mahindra Verito 1.5 D4 BSIV,Pune,2015,90000,Diesel,Manual,Second,21.03,1461.0,65.0,5.0,3.1,9,0.3235384615384615,10000.0
1500,1500,1500,1500,1548,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Coimbatore,2016,38730,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,29.98,8,0.07,4841.25
1501,1501,1501,1501,1549,Renault Duster 110PS Diesel RxZ,Kochi,2016,57390,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.73,8,0.1752881512217612,7173.75
1502,1502,1502,1502,1550,Maruti Swift Dzire Tour LDI,Kolkata,2016,100000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.5,8,0.3162162162162162,12500.0
1503,1503,1503,1503,1551,Volkswagen Polo Petrol Highline 1.2L,Kolkata,2011,50000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.35,13,0.2228687415426251,3846.153846153846
1504,1504,1504,1504,1552,Mahindra XUV500 W10 2WD,Coimbatore,2017,64961,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.13,7,0.1142857142857142,9280.142857142857
1505,1505,1505,1505,1553,Volkswagen Polo 1.2 MPI Highline,Coimbatore,2014,72465,Petrol,Manual,First,16.47,1198.0,74.0,5.0,5.9,10,0.2225675675675675,7246.5
1506,1506,1506,1506,1554,Maruti Ritz VXI,Hyderabad,2012,68776,Petrol,Manual,First,21.1,1197.0,85.8,5.0,3.9,12,0.2459207459207459,5731.333333333333
1507,1507,1507,1507,1556,Toyota Innova 2.5 GX 7 STR BSIV,Delhi,2012,68000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,6.95,12,0.1254901960784313,5666.666666666667
1508,1508,1508,1508,1557,Honda City i DTec SV,Delhi,2015,33000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,7.0,9,0.2636916835699797,3666.6666666666665
1509,1509,1509,1509,1558,Volkswagen Ameo 1.2 MPI Highline,Coimbatore,2017,22389,Petrol,Manual,First,17.0,1198.0,73.75,5.0,7.23,7,0.2305084745762712,3198.4285714285716
1510,1510,1510,1510,1559,Maruti SX4 ZDI Leather,Mumbai,2012,90000,Diesel,Manual,First,21.5,1248.0,88.8,5.0,3.81,12,0.2421171171171171,7500.0
1511,1511,1511,1511,1560,Maruti Swift ZXI,Chennai,2012,42000,Petrol,Manual,Third,18.6,1197.0,85.8,5.0,4.5,12,0.2167832167832168,3500.0
1512,1512,1512,1512,1561,Hyundai Creta 1.6 CRDi SX,Pune,2017,38767,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.6,7,0.155863708399366,5538.142857142857
1513,1513,1513,1513,1562,Audi Q7 35 TDI Quattro Technology,Bangalore,2015,21000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,48.0,9,0.05,2333.3333333333335
1514,1514,1514,1514,1563,Maruti Alto LXi BSIII,Coimbatore,2010,59136,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.96,14,0.4254859611231101,4224.0
1515,1515,1515,1515,1564,Honda Amaze SX i-DTEC,Kolkata,2014,36000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.25,10,0.2616632860040568,3600.0
1516,1516,1516,1516,1565,Volkswagen Passat Diesel Highline 2.0 TDI,Chennai,2011,95000,Diesel,Automatic,Second,18.33,1968.0,167.7,5.0,8.5,13,0.1093023255813953,7307.692307692308
1517,1517,1517,1517,1566,Hyundai Elantra CRDi SX AT,Mumbai,2013,51000,Diesel,Automatic,First,19.5,1582.0,126.24,5.0,8.75,11,0.154467680608365,4636.363636363636
1518,1518,1518,1518,1567,Maruti Wagon R VXI BS IV,Kochi,2011,36411,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.08,13,0.2816691505216095,2800.846153846154
1519,1519,1519,1519,1568,Land Rover Discovery Sport TD4 HSE 7S,Mumbai,2017,40000,Diesel,Automatic,First,12.81,1999.0,148.31,7.0,41.5,7,0.0863731373474479,5714.285714285715
1520,1520,1520,1520,1569,Honda City i VTEC SV,Pune,2016,27300,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.0,8,0.1517476555839727,3412.5
1521,1521,1521,1521,1570,Mercedes-Benz New C-Class C 200 Avantgarde Edition C,Kochi,2011,29813,Petrol,Automatic,Second,14.74,1991.0,181.03,5.0,11.5,13,0.0814229685687455,2293.3076923076924
1522,1522,1522,1522,1571,Maruti Wagon R LX BS IV,Pune,2011,71000,Petrol,Manual,First,20.51,998.0,67.04,5.0,2.6,13,0.305936754176611,5461.538461538462
1523,1523,1523,1523,1572,Hyundai Verna 1.6 CRDI,Kolkata,2014,32000,Diesel,Manual,First,22.32,1582.0,126.3,5.0,4.3,10,0.1767220902612826,3200.0
1524,1524,1524,1524,1574,Volkswagen Tiguan 2.0 TDI Highline,Jaipur,2017,50510,Diesel,Automatic,First,17.06,1968.0,141.0,5.0,24.9,7,0.1209929078014184,7215.714285714285
1525,1525,1525,1525,1575,BMW X1 sDrive 20d Exclusive,Pune,2011,102000,Diesel,Automatic,First,15.06,1995.0,177.0,5.0,13.75,13,0.0850847457627118,7846.153846153846
